	197
AEG       	0.00000000	0.27428357	0.26962854	0.24970599	0.28559970	0.24717299	0.25899314	0.35024813	0.23237615	0.21776659	0.22274898	0.22562593	0.23164520	0.23469278	0.23563334	0.24392991	0.23279956	0.23020143	0.00000000	0.23584964	0.21736914	0.20409949	0.23481209	0.23404313	0.23423880	0.23978287	0.23152911	0.19986458	0.22405137	0.23484932	0.23870728	0.20988258	0.23347860	0.23782542	0.22224373	0.23890441	0.23237377	0.20418149	0.23460713	0.21842280	0.20008402	0.00000000	0.23393532	0.23144505	0.23195791	0.23508983	0.22193073	0.22025054	0.23960315	0.00000000	0.23355431	0.24316589	0.23025702	0.23611590	0.00000000	0.23070258	0.23138560	0.23116822	0.23353826	0.00000000	0.23224174	0.22991730	0.23317887	0.23096446	0.23157208	0.22978222	0.22634694	0.23249412	0.23675877	0.22100176	0.22516068	0.22994717	0.00000000	0.23775866	0.00000000	0.23629323	0.23078341	0.22835641	0.23493371	0.23407360	0.00000000	0.23672710	0.23607492	0.00000000	0.00000000	0.23624395	0.23139549	0.21933158	0.23607534	0.23508828	0.21866209	0.00000000	0.00000000	0.22600358	0.00000000	0.19854608	0.23045288	0.00000000	0.00000000	0.21857841	0.24023611	0.23111419	0.24079398	0.24102054	0.24073759	0.23724040	0.23130738	0.23308710	0.00000000	0.23448674	0.37581227	0.26927698	0.21051591	0.27048249	0.26989941	0.00000000	0.00000000	0.23362418	0.00000000	0.24840215	0.32739528	0.38807590	0.31697679	0.35300872	0.27464299	0.31656327	0.34018423	0.00000000	0.00000000	0.00000000	0.32450061	0.33384479	0.38684267	0.39273587	0.31106403	0.38792749	0.35736120	0.00000000	0.00000000	0.30321894	0.34301477	0.34476132	0.30478376	0.34624775	0.31965669	0.33440683	0.33276247	0.20811626	0.20641100	0.24498720	0.22903508	0.26903301	0.00000000	0.27012885	0.00000000	0.00000000	0.26693838	0.26628719	0.23956592	0.20183299	0.23547044	0.00000000	0.23677563	0.00000000	0.22292402	0.22494548	0.23675359	0.00000000	0.20106590	2.30837483	2.46209607	0.20362703	0.00000000	0.21338854	0.20235064	0.20181639	0.20341536	0.21153656	0.23547426	0.20956001	0.21213435	0.19867565	0.23417715	0.19846980	0.21081606	0.20327388	0.22315583	0.20338594	0.22449026	0.22341878	0.25290395	0.24498375	0.24749371	0.26517644	0.23586192	0.00000000	0.23432979
AEH       	0.27428357	0.00000000	0.18178521	0.24801628	0.24911521	0.17900442	0.22101055	0.30731352	0.25324505	0.22837141	0.23108094	0.23193301	0.25187181	0.25473050	0.25498574	0.26430236	0.25320801	0.25033702	0.00000000	0.25657549	0.23283476	0.21338569	0.25922268	0.25621325	0.25272828	0.25359814	0.25182468	0.21104260	0.23371796	0.25563304	0.26214310	0.21260156	0.25389942	0.25667649	0.23079089	0.25825620	0.25059097	0.21304660	0.25610155	0.23389982	0.20855329	0.00000000	0.25384687	0.25311413	0.25254448	0.25660830	0.23141370	0.23322149	0.26198329	0.00000000	0.25425504	0.26788726	0.25163574	0.25815958	0.00000000	0.25078423	0.25267144	0.25300119	0.25504302	0.00000000	0.25332140	0.25156826	0.25586031	0.25110948	0.25450688	0.25289643	0.24034570	0.25368615	0.25690734	0.23472934	0.24107410	0.25144436	0.00000000	0.25670087	0.00000000	0.25775904	0.25137206	0.24865044	0.25688610	0.25441631	0.00000000	0.25739499	0.25643029	0.00000000	0.00000000	0.25642515	0.25172371	0.23227674	0.25605011	0.25771579	0.23012392	0.00000000	0.00000000	0.23691119	0.00000000	0.21055762	0.25216788	0.00000000	0.00000000	0.23071028	0.26128300	0.25201499	0.25842131	0.26011117	0.25975908	0.25820771	0.25291147	0.25303163	0.00000000	0.25683779	0.36181689	0.29841765	0.22398389	0.29948844	0.29852063	0.00000000	0.00000000	0.25419127	0.00000000	0.27083018	0.31342995	0.36192492	0.25646192	0.35204839	0.29318833	0.24955595	0.22843997	0.00000000	0.00000000	0.00000000	0.32342985	0.37095057	0.36558375	0.39229409	0.29685278	0.37892974	0.32294088	0.00000000	0.00000000	0.30799707	0.33259404	0.33430217	0.33751651	0.34793544	0.30936355	0.33057035	0.31804932	0.20136187	0.20147474	0.26556430	0.24387218	0.29883448	0.00000000	0.29995171	0.00000000	0.00000000	0.29810220	0.29739128	0.25822004	0.21271800	0.25804805	0.00000000	0.25559306	0.00000000	0.24050772	0.24510823	0.25650086	0.00000000	0.20977472	2.33209194	2.46469335	0.21316276	0.00000000	0.22339319	0.22738012	0.20991799	0.20976523	0.22297008	0.24911309	0.22020290	0.22392708	0.20785007	0.25462906	0.20918363	0.21859019	0.21165716	0.22032245	0.21321515	0.23587066	0.23973431	0.27236671	0.26626374	0.26355504	0.29383012	0.25566964	0.00000000	0.25452658
AFD       	0.26962854	0.18178521	0.00000000	0.20758619	0.23172660	0.14785191	0.21454068	0.28625400	0.21050821	0.18796851	0.19202451	0.19140528	0.20547893	0.20588299	0.21138217	0.21951154	0.20964602	0.20751254	0.00000000	0.21137568	0.18809778	0.16974859	0.21399643	0.21146469	0.20869691	0.21261979	0.20718331	0.16721717	0.19108170	0.21056706	0.21671174	0.17648897	0.21078095	0.21290599	0.19062336	0.21170095	0.20613418	0.17003954	0.21118666	0.18992976	0.16582437	0.00000000	0.21004176	0.20888352	0.20892452	0.21182038	0.19200978	0.19066190	0.21705244	0.00000000	0.20903778	0.22171828	0.20777539	0.21267597	0.00000000	0.20718953	0.20839950	0.20883251	0.21168326	0.00000000	0.20883447	0.20725596	0.21038191	0.20654240	0.20907690	0.20714897	0.19616368	0.20883134	0.21253392	0.19138793	0.19724593	0.20690003	0.00000000	0.21442200	0.00000000	0.21338985	0.20629186	0.20503285	0.21154617	0.21051930	0.00000000	0.21309630	0.21173553	0.00000000	0.00000000	0.21244646	0.20767973	0.19045899	0.21159323	0.21263293	0.18873774	0.00000000	0.00000000	0.19636324	0.00000000	0.16599797	0.20770520	0.00000000	0.00000000	0.18938353	0.21678549	0.20808956	0.21468554	0.21553922	0.21607235	0.21376065	0.20941582	0.20853206	0.00000000	0.21184146	0.36055656	0.25904784	0.18525262	0.25985548	0.25901653	0.00000000	0.00000000	0.20986845	0.00000000	0.22539769	0.27616267	0.30621357	0.25545042	0.33284383	0.25254492	0.22396846	0.20172133	0.00000000	0.00000000	0.00000000	0.26472698	0.30472378	0.33923989	0.36895211	0.26357908	0.31821759	0.30721558	0.00000000	0.00000000	0.25622604	0.30999843	0.29659546	0.28497784	0.32664774	0.30763577	0.31380131	0.26113752	0.15936211	0.15945161	0.22136938	0.20324536	0.25973815	0.00000000	0.26053979	0.00000000	0.00000000	0.25887615	0.25778856	0.21256612	0.16839280	0.21343861	0.00000000	0.21101269	0.00000000	0.19359151	0.19815827	0.21379578	0.00000000	0.16602691	2.27981665	2.43391888	0.16982483	0.00000000	0.17686101	0.18281917	0.16733208	0.16834735	0.17935884	0.20757210	0.17601684	0.17916463	0.16401423	0.21094239	0.16479267	0.17606061	0.16441896	0.17409434	0.17011290	0.19093472	0.19964107	0.22938892	0.22196599	0.22361218	0.25610139	0.21241648	0.00000000	0.21095019
AFR       	0.24970599	0.24801628	0.20758619	0.00000000	0.26094341	0.18672474	0.20976142	0.31058898	0.19883613	0.18177455	0.18442876	0.18574064	0.19537461	0.19957808	0.20102319	0.20877769	0.19931712	0.19679271	0.00000000	0.20066445	0.18107854	0.16738826	0.20393345	0.20205083	0.19942013	0.20029486	0.19791882	0.16568024	0.18444934	0.20053707	0.20459286	0.17486643	0.19660358	0.20250214	0.18496406	0.20267105	0.19652151	0.16729208	0.20086160	0.18313069	0.16277599	0.00000000	0.19933805	0.19796257	0.19964893	0.19830002	0.18579846	0.18348853	0.20613046	0.00000000	0.20043463	0.20862579	0.19776104	0.20300498	0.00000000	0.19766146	0.00000000	0.19858596	0.20243401	0.00000000	0.19986195	0.19783824	0.20066333	0.19630424	0.20070235	0.19855597	0.18951156	0.19962027	0.19781083	0.18392980	0.18819665	0.19795646	0.00000000	0.20184122	0.00000000	0.20436748	0.19748851	0.19511290	0.20257926	0.19980138	0.00000000	0.20187784	0.20224350	0.00000000	0.00000000	0.20284607	0.19833042	0.18399158	0.20212739	0.20274314	0.18264858	0.00000000	0.00000000	0.18615077	0.00000000	0.16456885	0.19855566	0.00000000	0.00000000	0.18244765	0.20632311	0.19811214	0.20526182	0.20622910	0.20699741	0.20415946	0.19886397	0.19900621	0.00000000	0.20230360	0.31956344	0.23360480	0.18201991	0.23398131	0.23327323	0.00000000	0.00000000	0.19814295	0.00000000	0.21254334	0.26951172	0.34034958	0.26372322	0.27783943	0.27885524	0.27418996	0.23789690	0.00000000	0.00000000	0.00000000	0.26531384	0.30321544	0.30916941	0.33102090	0.26617884	0.31583146	0.30001410	0.00000000	0.00000000	0.26726672	0.30049389	0.29100687	0.27923472	0.32114695	0.28905743	0.29882664	0.27611103	0.16731571	0.16683064	0.21437336	0.19360992	0.23375078	0.00000000	0.23453456	0.00000000	0.00000000	0.23227268	0.23260544	0.20282508	0.16646090	0.19991469	0.00000000	0.20018681	0.00000000	0.18635961	0.19064265	0.19935157	0.00000000	0.16434874	2.28447097	2.45307573	0.16788295	0.00000000	0.17803986	0.17970803	0.16536171	0.16649775	0.17469178	0.19684979	0.16887190	0.17655930	0.16254250	0.20092898	0.16358945	0.17192564	0.16633193	0.18074652	0.16810183	0.18833589	0.19016624	0.21439208	0.20864432	0.20868995	0.23449409	0.20028871	0.00000000	0.19852099
AGM       	0.28559970	0.24911521	0.23172660	0.26094341	0.00000000	0.17020358	0.23961653	0.30328144	0.19520249	0.17651245	0.18219959	0.18414421	0.19156430	0.19366695	0.19534900	0.20292786	0.19471580	0.19276803	0.00000000	0.19446186	0.18419514	0.16797821	0.20237449	0.19776017	0.19632295	0.19311426	0.19530911	0.16380153	0.18446850	0.19790712	0.19921138	0.16775120	0.19111296	0.19866165	0.18506071	0.19664548	0.18956185	0.16697475	0.19610230	0.18197125	0.16195210	0.00000000	0.19657443	0.19767533	0.19533602	0.19382525	0.18481566	0.18364770	0.20051374	0.00000000	0.19590622	0.20847844	0.19623712	0.19890227	0.00000000	0.19619026	0.19697751	0.19659289	0.19840575	0.00000000	0.19582766	0.19651378	0.19887275	0.19546515	0.19801391	0.19584183	0.18946378	0.19754804	0.19396750	0.18509275	0.19030506	0.19638007	0.00000000	0.19700281	0.00000000	0.20070703	0.19450942	0.19394510	0.19869137	0.19795143	0.00000000	0.19935071	0.19857150	0.00000000	0.00000000	0.19928657	0.19547154	0.18337207	0.19614727	0.19860464	0.18322236	0.00000000	0.00000000	0.18378098	0.00000000	0.16521970	0.19642935	0.00000000	0.00000000	0.18197945	0.20316057	0.19686950	0.20412513	0.20481510	0.20492292	0.19906745	0.19764644	0.19689332	0.00000000	0.19860889	0.38815216	0.22121698	0.16721076	0.22120677	0.22049671	0.00000000	0.00000000	0.19336376	0.00000000	0.20473083	0.28971641	0.34941782	0.24066048	0.31789254	0.26333512	0.24086118	0.24382325	0.00000000	0.00000000	0.00000000	0.26129484	0.30008783	0.32457896	0.34076578	0.27809485	0.33016635	0.29663120	0.00000000	0.00000000	0.25533365	0.29565675	0.29744338	0.26898173	0.32485617	0.29714042	0.28051183	0.28448938	0.16690360	0.16655311	0.20922652	0.18699489	0.21978134	0.00000000	0.21985006	0.00000000	0.00000000	0.21955568	0.22073906	0.19850336	0.16614744	0.19377348	0.00000000	0.19830239	0.00000000	0.18368850	0.18891922	0.19205657	0.00000000	0.16557482	2.27017418	2.42953144	0.16637943	0.00000000	0.17590879	0.17991050	0.16361136	0.16438663	0.17347262	0.19720741	0.17355129	0.17619450	0.16295610	0.19672878	0.16409936	0.16934493	0.16033465	0.17952767	0.16652106	0.18564398	0.18574604	0.20307152	0.19797184	0.19991532	0.21252449	0.19601635	0.00000000	0.19534572
AHC       	0.24717299	0.17900442	0.14785191	0.18672474	0.17020358	0.00000000	0.13421909	0.23583912	0.15874717	0.13452798	0.13672433	0.13778194	0.15551020	0.15778407	0.15918022	0.16630373	0.15760549	0.15580055	0.00000000	0.15990527	0.13622535	0.11569323	0.16169485	0.16024858	0.15805761	0.16047972	0.15657415	0.11467453	0.13754623	0.15859834	0.16565189	0.11586729	0.15886132	0.16079670	0.13847475	0.16030150	0.15560298	0.11590047	0.15938101	0.13626573	0.11267703	0.00000000	0.15767862	0.15739389	0.15766152	0.15961956	0.14055342	0.13807551	0.16473777	0.00000000	0.15757718	0.16777775	0.15563503	0.16058242	0.00000000	0.15551680	0.15738269	0.15657628	0.15918706	0.00000000	0.15666029	0.15547272	0.15906608	0.15521620	0.15740314	0.15503875	0.14549172	0.15695389	0.15994739	0.13842959	0.14414654	0.15541199	0.00000000	0.16204586	0.00000000	0.16094477	0.15476907	0.15358115	0.15902232	0.15895006	0.00000000	0.16077726	0.15990111	0.00000000	0.00000000	0.16030534	0.15589435	0.13522319	0.15970622	0.15963869	0.13456028	0.00000000	0.00000000	0.14200133	0.00000000	0.11350894	0.00000000	0.00000000	0.00000000	0.13496661	0.16413222	0.15634753	0.16488544	0.16527069	0.16670626	0.16115499	0.15714392	0.15707521	0.00000000	0.15923720	0.35677915	0.20836530	0.13487249	0.20919284	0.20830916	0.00000000	0.00000000	0.16028163	0.00000000	0.16989633	0.20552895	0.25880291	0.20402969	0.23867137	0.22285551	0.23062532	0.15570566	0.00000000	0.00000000	0.00000000	0.22736860	0.26220539	0.25344426	0.30423007	0.23677877	0.26740658	0.24216431	0.00000000	0.00000000	0.22291239	0.24501652	0.24966629	0.23207202	0.27063490	0.27644608	0.24697376	0.20051879	0.11370722	0.11204279	0.17454946	0.15222483	0.20835362	0.00000000	0.20895689	0.00000000	0.00000000	0.20726670	0.20702245	0.16181128	0.11531811	0.16178989	0.00000000	0.15970019	0.00000000	0.14487389	0.14664539	0.16142357	0.00000000	0.11331373	2.23911489	2.41474724	0.11689396	0.00000000	0.12815365	0.12767022	0.11392922	0.11427921	0.12767975	0.15981444	0.12052377	0.12774516	0.11181795	0.15890816	0.11254659	0.12178085	0.11381676	0.13116339	0.11767228	0.13819017	0.14509688	0.17978769	0.17086624	0.17335539	0.20468037	0.16096740	0.00000000	0.16005616
APG       	0.25899314	0.22101055	0.21454068	0.20976142	0.23961653	0.13421909	0.00000000	0.28124214	0.21602919	0.19541275	0.19810457	0.19967983	0.21323994	0.21604413	0.21651085	0.22467754	0.21507077	0.21381917	0.20076792	0.21648736	0.19589758	0.17719797	0.21863488	0.21582531	0.21456387	0.21295890	0.21396075	0.17689203	0.19823913	0.21492129	0.22301459	0.17763607	0.21647399	0.21658109	0.19642097	0.21821927	0.21348458	0.17722241	0.21474298	0.19593314	0.17565741	0.19753154	0.21624546	0.21523502	0.21457990	0.21594651	0.19914484	0.19735501	0.22068851	0.22716077	0.21338299	0.22607579	0.21219327	0.21755839	0.21492246	0.21269038	0.21434034	0.21308519	0.21619869	0.21886649	0.21403776	0.21334987	0.21672339	0.21269055	0.21526576	0.21364491	0.20371290	0.21489173	0.21710557	0.19671527	0.20570363	0.21285997	0.21572497	0.21984118	0.22267698	0.21802014	0.21215866	0.21063928	0.21624493	0.21445910	0.21704671	0.21689371	0.21596510	0.21727517	0.21543804	0.21602002	0.21329691	0.19422955	0.21523947	0.21740547	0.19424955	0.19687224	0.19969888	0.20385841	0.21664115	0.17520960	0.21367630	0.21303289	0.19656216	0.19602506	0.22096467	0.21315282	0.21993128	0.22153135	0.22088440	0.21846688	0.21371286	0.21454652	0.21494822	0.21647121	0.39179220	0.25839182	0.18957829	0.25904112	0.25819707	0.17007139	0.21327569	0.21737653	0.22083878	0.23152790	0.23550195	0.32278991	0.25775195	0.27439738	0.25508426	0.26542110	0.22282006	0.35751269	0.38332463	0.34610963	0.28565875	0.31333359	0.29108494	0.34670055	0.26944736	0.31472825	0.30515314	0.28469320	0.34054904	0.25257817	0.30527945	0.26440265	0.27208935	0.27837439	0.32148819	0.29967138	0.26747823	0.16938764	0.16903445	0.23087879	0.20187763	0.25867995	0.17890740	0.25915405	0.25476202	0.26292619	0.25719673	0.25627782	0.21950029	0.17792709	0.21727037	0.18818743	0.21591393	0.18916670	0.20100444	0.20337227	0.21690771	0.21449252	0.17502013	2.29115797	2.43422753	0.17940260	0.26744332	0.19003203	0.19213607	0.17576112	0.17690002	0.19010615	0.21709562	0.18274654	0.18968574	0.17372592	0.21637746	0.17429175	0.18426434	0.17622108	0.19163418	0.17943975	0.20098418	0.20285499	0.23306103	0.22903566	0.22922463	0.25534113	0.21853390	0.21804618	0.21720659
APH       	0.35024813	0.30731352	0.28625400	0.31058898	0.30328144	0.23583912	0.28124214	0.00000000	0.27046337	0.24751268	0.25213203	0.25309122	0.26776732	0.26651971	0.27219795	0.27897466	0.27011853	0.26830111	0.00000000	0.27258014	0.25028946	0.23174430	0.27268139	0.27408121	0.26969489	0.27012599	0.26984600	0.23048340	0.25126325	0.27175692	0.27606432	0.23254700	0.26898618	0.27446639	0.25098753	0.26982671	0.26402622	0.23262821	0.27177741	0.25036433	0.22918339	0.00000000	0.27037029	0.27028276	0.27058584	0.27029652	0.25312377	0.25204611	0.27709971	0.00000000	0.27072181	0.27946002	0.26797417	0.27289904	0.00000000	0.26916431	0.00000000	0.26919562	0.27262267	0.00000000	0.27018868	0.26932134	0.27166605	0.26890144	0.27071426	0.26892279	0.25819094	0.27031291	0.27151909	0.25040748	0.25650006	0.26831894	0.00000000	0.27562118	0.00000000	0.27496813	0.26762107	0.26670681	0.27246009	0.27225659	0.00000000	0.27314631	0.27352470	0.00000000	0.00000000	0.27374320	0.26865443	0.24963539	0.27237947	0.27341049	0.24965528	0.00000000	0.00000000	0.25598081	0.00000000	0.22912847	0.26820680	0.00000000	0.00000000	0.24947306	0.27767495	0.26946965	0.27495082	0.27575219	0.27633383	0.27476896	0.26869913	0.26930564	0.00000000	0.27250055	0.47210543	0.31404093	0.24276942	0.31529334	0.31422492	0.00000000	0.00000000	0.26832541	0.00000000	0.27609035	0.26615658	0.28296773	0.26966510	0.34064310	0.30987767	0.35821322	0.26276406	0.00000000	0.00000000	0.00000000	0.28462641	0.34568819	0.39235314	0.42280771	0.29555493	0.35544701	0.32332869	0.00000000	0.00000000	0.27063658	0.35953917	0.30359443	0.29340214	0.29587084	0.37527618	0.35215258	0.28779643	0.21876634	0.21715238	0.28577349	0.26174454	0.31559120	0.00000000	0.31611678	0.00000000	0.00000000	0.31400995	0.31326624	0.26922778	0.23111407	0.27143922	0.00000000	0.27428412	0.00000000	0.25709528	0.25842840	0.27393561	0.00000000	0.22954000	2.33244802	2.48656607	0.23099056	0.00000000	0.23938772	0.24590610	0.23002240	0.23095433	0.24258462	0.27079101	0.23471293	0.24245969	0.22662223	0.27003587	0.22813780	0.23866577	0.23044051	0.24766007	0.23099161	0.25114742	0.25597074	0.28884102	0.28086896	0.28424096	0.31069114	0.26833386	0.00000000	0.26679159
BE001     	0.23237615	0.25324505	0.21050821	0.19883613	0.19520249	0.15874717	0.21602919	0.27046337	0.00000000	0.10458754	0.10490390	0.10942866	0.09030452	0.10478684	0.07182259	0.08517081	0.04162010	0.04490077	0.00000000	0.07950004	0.10814072	0.09791390	0.08345381	0.08519929	0.07983535	0.12350330	0.06654143	0.09606765	0.10952230	0.08137690	0.10238260	0.10567605	0.09710648	0.08170902	0.10843404	0.10772545	0.10026360	0.09898014	0.08180702	0.10459630	0.09569150	0.00000000	0.07788818	0.05061846	0.04934956	0.09437738	0.11058066	0.10793268	0.08383856	0.00000000	0.08226699	0.08392940	0.05936642	0.08153423	0.00000000	0.04665585	0.00000000	0.06124969	0.07576003	0.00000000	0.04719372	0.04899865	0.04589759	0.04598060	0.06793641	0.06046396	0.11339316	0.07695373	0.09589260	0.10813400	0.10658260	0.04808969	0.00000000	0.06261007	0.00000000	0.07714089	0.04524643	0.04446356	0.07529477	0.08805211	0.00000000	0.08913866	0.08464024	0.00000000	0.00000000	0.08509377	0.04637332	0.10860036	0.08324783	0.07597577	0.10778843	0.00000000	0.00000000	0.10587900	0.00000000	0.09771462	0.04958047	0.00000000	0.00000000	0.10755698	0.09389614	0.06270844	0.09721559	0.09768674	0.09783696	0.07547876	0.06185934	0.04801677	0.00000000	0.07513073	0.32199412	0.13882607	0.11949537	0.13848795	0.13820436	0.00000000	0.00000000	0.09983263	0.00000000	0.11202701	0.23273978	0.30201141	0.22625798	0.26067746	0.22719800	0.24904768	0.23019423	0.00000000	0.00000000	0.00000000	0.22536027	0.24877160	0.29248271	0.29974457	0.23128501	0.27292700	0.25406303	0.00000000	0.00000000	0.22230642	0.27059479	0.25698271	0.24788522	0.29026498	0.27136947	0.26070860	0.23138045	0.11722321	0.11714066	0.14022814	0.11719756	0.13928232	0.00000000	0.14044265	0.00000000	0.00000000	0.13927065	0.13941616	0.11012991	0.09882700	0.09389818	0.00000000	0.08264123	0.00000000	0.08790562	0.09388727	0.10807125	0.00000000	0.09883125	2.20798446	2.37074840	0.09959110	0.00000000	0.10820593	0.11080576	0.09548366	0.09642064	0.10367931	0.11382931	0.10464287	0.10391498	0.09491096	0.04541476	0.09799194	0.09891155	0.09516936	0.11823141	0.09919164	0.11073556	0.11179512	0.13706969	0.13029672	0.13459458	0.15210264	0.10263929	0.00000000	0.10209224
BE002     	0.21776659	0.22837141	0.18796851	0.18177455	0.17651245	0.13452798	0.19541275	0.24751268	0.10458754	0.00000000	0.07610403	0.07557252	0.09912131	0.10522092	0.10516542	0.11164490	0.10523705	0.10278319	0.00000000	0.10535805	0.07840942	0.07104555	0.10830881	0.10823110	0.10169402	0.11055874	0.10442233	0.06643892	0.07750387	0.10605771	0.11233661	0.07572346	0.10259858	0.10649007	0.07377374	0.10614442	0.10186103	0.06980905	0.10698661	0.07323914	0.06473670	0.00000000	0.10600704	0.10815025	0.10546110	0.10328315	0.07362668	0.07381091	0.11081344	0.00000000	0.10531720	0.11815663	0.10536601	0.10944052	0.00000000	0.10577551	0.00000000	0.10689316	0.10806496	0.00000000	0.10831214	0.10629212	0.10871656	0.10646831	0.10873848	0.10666740	0.08156082	0.10688340	0.10464555	0.07852359	0.08145965	0.10717244	0.00000000	0.10940334	0.00000000	0.11113607	0.10603324	0.10430913	0.10914938	0.10932310	0.00000000	0.10839107	0.10726934	0.00000000	0.00000000	0.10854941	0.10568344	0.07673259	0.10710024	0.11032760	0.07404336	0.00000000	0.00000000	0.07562368	0.00000000	0.06994244	0.10677607	0.00000000	0.00000000	0.07773129	0.11355633	0.10639798	0.11185951	0.11205790	0.11253031	0.10988617	0.10693654	0.10759630	0.00000000	0.10906118	0.29661541	0.16025587	0.10312901	0.15899689	0.15943916	0.00000000	0.00000000	0.10523104	0.00000000	0.11712525	0.21151600	0.28008017	0.20248405	0.23447794	0.20810825	0.23163829	0.20571165	0.00000000	0.00000000	0.00000000	0.20450067	0.23246766	0.27542408	0.28126150	0.20984452	0.25395387	0.23178386	0.00000000	0.00000000	0.20123647	0.25266546	0.22990260	0.22786776	0.26695848	0.25728404	0.24638583	0.20803231	0.09019742	0.09157209	0.12884985	0.10745755	0.16079773	0.00000000	0.16135256	0.00000000	0.00000000	0.16022015	0.15927304	0.11053922	0.06993761	0.10373388	0.00000000	0.10679379	0.00000000	0.08435672	0.09121728	0.10665158	0.00000000	0.06894959	2.18586117	2.36292649	0.07013425	0.00000000	0.07975865	0.08186652	0.06585031	0.06786182	0.07772586	0.10996191	0.07491429	0.07844714	0.06411290	0.10642878	0.06861519	0.07528009	0.06653230	0.09969783	0.06800918	0.08624366	0.06251842	0.13142512	0.12368175	0.12533263	0.15812756	0.11007116	0.00000000	0.10584429
